Type,Usage,Key,Default config,Example,Variable 1,Variable 2,Variable 3,Variable 4
Highway enter advises,,hway_enter_p1,în|$distance|$direction|$hasNameOrRef|pe|$nameOrRef,,,,,
,,hway_enter_p2,în|$distance|$direction|$hasNameOrRef|pe|$nameOrRef,,,,,
,,hway_enter_p3,acum|$direction|$hasNameOrRef|pe|$nameOrRef,,,,,
,,hway_enter_combine,$direction|$hasNameOrRef|pe|$nameOrRef,,,,,
,,hway_enter_pweb,$direction_web|$hasNameOrRef|onto|$nameOrRef,,,,,
,,,,,,,,
Highway exit advises,,hway_exit_p1,în|$distance|luați_ieșirea_$(side)|$hasNameOrRef|pe|$nameOrRef,,,,,
,,hway_exit_p2,în|$distance|luați_ieșirea_$(side)|$hasNameOrRef|pe|$nameOrRef,,,,,
,,hway_exit_p3,acum|luați_ieșirea_$(side)|$hasNameOrRef|pe|$nameOrRef,,,,,
,,hway_exit_combine,luați_ieșirea_$(side)|$hasNameOrRef|pe|$nameOrRef,,,,,
,,hway_exit_pweb,Take_the_exit|$(side)|$hasNameOrRef|onto|$nameOrRef,,,,,
,,,,,,,,
Highways connected by links,,hway_link_p1,în|$distance|continuați_la_$(side)|$hasNameOrRef|pe|$nameOrRef,,,,,
,,hway_link_p2,în|$distance|continuați_la_$(side)|$hasNameOrRef|pe|$nameOrRef,,,,,
,,hway_link_p3,acum|continuați_la_$(side)|$hasNameOrRef|pe|$nameOrRef,,,,,
,,hway_link_combine,continuați_la_$(side)|$hasNameOrRef|pe|$nameOrRef,,,,,
,,hway_link_pweb,Keep_to_the|$(side)|$hasNameOrRef|onto|$nameOrRef,,,,,
,,,,,,,,
U-Turn advises,,uturn_p1,în|$distance|întoarceți_dacă_e_posibil,,,,,
,,uturn_p2,în|$distance|întoarceți_dacă_e_posibil,,,,,
,,uturn_p3,întoarceți|acum,,,,,
,,uturn_combine,întoarceți_dacă_e_posibil,,,,,
,,uturn_pweb,Make_a_u_turn_if_possible,,,,,
,,,,,,,,
,,,#this might be removed in future,,,,,
Straight ahead advises,,straight_p1,în|$distance|$direction|$hasNameOrRef|pe|$nameOrRef,,,,,
,,straight_p2,în|$distance|$direction|$hasNameOrRef|pe|$nameOrRef,,,,,
,,straight_p3,acum|$direction|$hasNameOrRef|pe|$nameOrRef,,,,,
,,straight_combine,$direction|$hasNameOrRef|pe|$nameOrRef,,,,,
,,straight_pweb,$direction_web|$hasNameOrRef|onto|$nameOrRef,,,,,
,,,,,,,,
Carry straight on,,carry_straight,continuați_înainte,,,,,
,,carry_straight_pweb,Carry_straight_on,,,,,
,,,,,,,,
UI advises,,,,,,,,
,,speed_limit,limita_de_viteză_este|$(speed_limit),,,,,
,,over_spead_limit,atenție_la_viteză,# $(speed_limit) = speed limit,,,,
,,driving_speed,viteza_de_deplasare_este|$(speed),# $(speed) = driving speed,,,,
,,reach_destination_hour,veți_ajunge_la_detinație_la|$(hour_at_dest)|ora_locală,# $(hour_at_dest) = hour when reaching destination,,,,
,,reach_destination_remaining_time,veți_ajunge_la_detinație_în|$(time_to_dest),# $(time_to_dest) = time to destination (remaining),,,,
,,reach_destination_distance,$(distance)|până_la_destinație,"# $(distance) = distance to destination, or for spead cams the distance to cam",,,,
,,reach_destination,veți_ajunge_la_detinație_în|$(distance)|la|$(hour_at_dest),"# $(distance) = distance to destination, or for spead cams the distance to cam",# $(hour_at_dest) = hour when reaching destination,,,
,,reach_destination_remaining,veți_ajunge_la_detinație_în|$(distance)|în|$(time_to_dest),"# $(distance) = distance to destination, or for spead cams the distance to cam",# $(time_to_dest) = time to destination (remaining),,,
,,bad_gps_reception,lipsă_recepție_GPS,,,,,
,,no_internet_connection,lipsă_conexiune_internet,,,,,
,,speed_cam_ahead,radar,,,,,
,,speed_cam_with_distance,radar_în|$(distance),,,,,
,,speed_cam_in_forbidden_country,atenție,,,,,
,,route_recalculated,rerutare,"# $(distance) = distance to destination, or for spead cams the distance to cam",,,,
,,,,,,,,
"#distance unit names, singular and plural",,,,,,,,
,,unit_km,kilometru|kilometri,,,,,
,,unit_m,metru|metri,,,,,
,,unit_mi,milă|mile,,,,,
,,unit_yd,yard|yarzi,,,,,
,,unit_ft,picior|picioare,,,,,
,,,,,,,,
"#time names, use no space after equal",,,,,,,,
,,second,secundă|secunde,,,,,
,,minute,minut|minute,,,,,
,,hour,oră|ore,,,,,
,,day,zi|zile,,,,,
,,,,,,,,
direction names in user language,,,,,,,,
,,StraightAhead,continuați_înainte,,,,,
,,SlightRight,virați_ușor_la_dreapta,,,,,
,,Right,virați_la_dreapta,,,,,
,,Hardright,virați_brusc_la_dreapta,,,,,
,,U-turn,întoarceți,,,,,
,,Hardleft,virați_brusc_la_stânga,,,,,
,,Left,virați_la_stânga,,,,,
,,Slightleft,virați_ușor_la_stânga,,,,,
,,,,,,,,
direction names in user language_WEB,,,,,,,,
,,StraightAhead_web,Carry_straight_on,,,,,
,,SlightRight_web,Turn_slight_right,,,,,
,,Right_web,Turn_right,,,,,
,,Hardright_web,Turn_sharp_right,,,,,
,,U-turn_web,Make_a_u_turn,,,,,
,,Hardleft_web,Turn_sharp_left,,,,,
,,Left_web,Turn_left,,,,,
,,Slightleft_web,Turn_slight_left,,,,,
,,,,,,,,
connection words between combined advices,,,,,,,,
,,Combine1,apoi,,,,,
,,Combine2,apoi_imediat,,,,,
,,,,,,,,
#street sides,,,,,,,,
,,left_side,stânga,,,,,
,,right_side,dreapta,,,,,
,,,,,,,,
,,left_side_2,stângă,,,,,
,,right_side_2,dreaptă,,,,,
